name,draft_year,position,college,conference_tier,combine_forty,combine_speed_score,games_college,production_score,draft_round,draft_grade,nfl_success,experience_years,pro_bowls,seasons_started,career_av,height_in,weight_lb,vertical,bench,broad_in,cone,shuttle,age
Jeremy LeSueur,2004,DB,Michigan,1,4.53,37.78,,,3,1,0,2,0,0,0.0,72.0,197.0,35.0,,116.0,,,23.0
Jorge Cordova,2004,LB,Nevada,7,4.65,40.0,,,3,1,0,4,0,0,1.0,73.0,241.0,35.5,22.0,,7.25,4.16,22.0
B.J. Sander,2004,P,Ohio State,1,4.84,24.62,,,3,1,0,2,0,0,1.0,76.0,219.0,,,,,,24.0
Darrion Scott,2004,DE,Ohio State,1,4.81,44.62,,,3,1,0,8,0,2,15.0,75.0,289.0,36.5,,118.0,,4.32,22.0
Matt Ware,2004,DB,UCLA,5,4.54,35.56,,,3,1,0,7,0,0,6.0,74.0,209.0,,15.0,,,,21.0
Matt Schaub,2004,QB,Virginia,4,5.04,7.5,,,3,1,1,17,2,7,68.0,78.0,243.0,30.5,,110.0,7.65,4.62,23.0
Anthony Hargrove,2004,DE,Georgia Tech,3,,,,,3,1,0,8,0,1,16.0,,,,,,,,21.0
Rich Gardner,2004,DB,Penn State,2,4.46,53.33,,,3,1,0,3,0,0,2.0,71.0,199.0,36.5,11.0,123.0,6.91,3.91,23.0
Keyaron Fox,2004,LB,Georgia Tech,3,4.65,40.0,,,3,1,0,8,0,0,13.0,74.0,227.0,,28.0,,,,22.0
Travelle Wharton,2004,OT,South Carolina,3,5.14,54.12,,,3,1,1,10,0,8,45.0,76.0,312.0,31.5,,105.0,8.31,4.58,23.0
Guss Scott,2004,DB,Florida,2,4.46,53.33,,,3,1,0,3,0,0,1.0,70.0,204.0,39.0,20.0,124.0,,,23.0
Landon Johnson,2004,LB,Purdue,4,4.65,40.0,,,3,1,1,7,0,5,28.0,74.0,227.0,37.5,20.0,120.0,7.0,4.08,23.0
Reggie Torbor,2004,LB,Auburn,2,4.65,40.0,,,4,1,0,7,0,2,17.0,74.0,254.0,34.0,16.0,120.0,7.48,4.46,23.0
Shaun Phillips,2004,DE,Purdue,4,4.78,49.23,,,4,1,1,11,1,8,54.0,75.0,255.0,33.0,,114.0,6.95,4.23,23.0
Carlos Francis,2004,WR,Texas Tech,4,4.33,74.0,,,4,1,0,1,0,0,0.0,69.0,198.0,38.5,,114.0,6.97,4.06,23.0
Alex Stepanovich,2004,C,Ohio State,1,5.29,41.33,,,4,1,0,5,0,1,14.0,75.0,304.0,25.5,,96.0,7.64,4.44,22.0
Demorrio Williams,2004,LB,Nebraska,3,4.52,66.0,,,4,1,1,9,0,5,33.0,73.0,232.0,37.0,16.0,125.0,7.02,4.11,24.0
Will Poole,2004,DB,USC,2,4.47,51.11,,,4,1,0,1,0,0,1.0,70.0,194.0,,16.0,,,,23.0
Bo Schobel,2004,DE,TCU,3,4.8,46.15,,,4,1,0,4,0,0,3.0,77.0,271.0,32.5,25.0,109.0,6.94,4.38,23.0
Isaac Sopoaga,2004,DT,Hawaii,7,4.97,47.5,,,4,1,1,10,0,5,38.0,74.0,317.0,30.5,42.0,99.0,7.79,4.66,23.0
Samie Parker,2004,WR,Oregon,2,4.39,62.0,,,4,1,0,4,0,2,13.0,70.0,179.0,36.0,,,,,23.0
Luke McCown,2004,QB,Louisiana Tech,5,4.71,48.75,,,4,1,0,12,0,0,8.0,76.0,208.0,37.5,,125.0,6.74,4.21,23.0
Kendyll Pope,2004,LB,Florida State,2,4.7,30.0,,,4,1,0,1,0,0,0.0,73.0,226.0,,,118.0,,4.26,23.0
Jerricho Cotchery,2004,WR,NC State,4,4.54,32.0,,,4,1,1,12,0,6,51.0,72.0,212.0,36.0,,121.0,6.93,3.91,22.0
Tim Euhus,2004,TE,Oregon State,4,4.93,11.67,,,4,1,0,4,0,0,1.0,77.0,260.0,34.5,25.0,115.0,6.99,4.13,23.0
Nathan Vasher,2004,DB,Texas,2,4.49,46.67,,,4,1,1,7,1,2,30.0,70.0,177.0,,,,,,22.0
Will Allen,2004,DB,Ohio State,1,4.58,26.67,,,4,1,0,12,0,2,24.0,72.0,202.0,,,,,,22.0
Leon Joe,2004,LB,Maryland,4,4.49,72.0,,,4,1,0,4,0,0,4.0,72.0,230.0,39.0,30.0,,,,22.0
Dexter Reid,2004,DB,North Carolina,3,4.56,31.11,,,4,1,0,3,0,0,4.0,71.0,203.0,,,,,,23.0
Matthias Askew,2004,DT,Michigan State,3,5.2,18.75,,,4,1,0,2,0,0,0.0,77.0,308.0,27.0,20.0,101.0,7.55,4.42,22.0
Nat Dorsey,2004,OT,Georgia Tech,3,5.46,16.47,,,4,1,0,4,0,1,7.0,79.0,322.0,28.5,26.0,102.0,8.3,4.84,20.0
Niko Koutouvides,2004,LB,Purdue,4,4.71,28.0,,,4,1,0,9,0,0,8.0,74.0,244.0,30.5,,108.0,6.98,3.88,23.0
Robert Geathers,2004,DE,Georgia,1,4.84,40.0,,,4,1,1,11,0,7,46.0,75.0,271.0,33.5,24.0,112.0,,,21.0
Anthony Maddox,2004,DT,Delta State,10,,,,,4,1,0,4,0,1,7.0,,,,,,,,25.0
Mewelde Moore,2004,RB,Tulane,6,4.65,25.0,,,4,1,0,9,0,1,29.0,71.0,209.0,35.0,,118.0,7.05,4.12,22.0
Ernest Wilford,2004,WR,Virginia Tech,3,4.79,0.0,,,4,1,1,7,0,4,22.0,76.0,226.0,40.5,,130.0,,4.17,25.0
Bruce Thornton,2004,DB,Georgia,1,4.5,44.44,,,4,1,0,2,0,1,4.0,70.0,197.0,37.5,,122.0,,,24.0
Glenn Earl,2004,DB,Notre Dame,2,4.65,11.11,,,4,1,0,3,0,2,10.0,73.0,222.0,,20.0,,,,23.0
Stacy Andrews,2004,OT,Ole Miss,3,5.07,62.35,,,4,1,1,8,0,3,23.0,78.0,342.0,30.5,34.0,106.0,8.09,4.78,23.0
Michael Waddell,2004,DB,North Carolina,3,4.31,86.67,,,4,1,0,5,0,0,4.0,71.0,187.0,37.5,14.0,121.0,6.84,4.03,23.0
Jason David,2004,DB,Washington State,4,,,,,4,1,1,5,0,5,24.0,,,,,,,,22.0
Jared Allen,2004,DE,Idaho State,10,4.72,58.46,,,4,1,1,12,5,12,101.0,78.0,265.0,33.0,13.0,120.0,7.11,4.34,22.0
Richard Seigler,2004,LB,Oregon State,4,4.86,0.0,,,4,1,0,3,0,0,0.0,74.0,244.0,,25.0,,,,23.0
Cedric Cobbs,2004,RB,Arkansas,3,4.75,8.33,,,4,1,0,3,0,0,0.0,72.0,223.0,40.0,,123.0,,,23.0
J.R. Reed,2004,DB,South Florida,6,,,,,4,1,0,5,0,0,3.0,,,,,,,,22.0
Brandon Chillar,2004,LB,UCLA,5,4.71,28.0,,,4,1,0,7,0,2,22.0,75.0,253.0,33.0,23.0,115.0,,4.08,21.0
Trey Darilek,2004,OG,UTEP,6,5.23,42.67,,,4,1,0,2,0,0,1.0,76.0,301.0,28.5,22.0,110.0,7.85,4.61,23.0
Adrian Jones,2004,OT,Kansas,10,4.97,74.12,,,4,1,0,5,0,2,12.0,76.0,296.0,31.0,27.0,114.0,7.81,4.58,23.0
Dave Ball,2004,DE,UCLA,5,5.07,4.62,,,5,2,0,8,0,1,15.0,77.0,277.0,,24.0,,,,23.0
Johnnie Morant,2004,WR,Syracuse,4,4.51,38.0,,,5,2,0,3,0,0,0.0,76.0,229.0,41.0,,130.0,7.34,4.22,22.0
Antonio Smith,2004,DE,Oklahoma State,3,5.03,10.77,,,5,2,1,13,1,8,56.0,75.0,274.0,33.0,24.0,108.0,,4.75,22.0
Gibril Wilson,2004,DB,Tennessee,2,4.47,51.11,,,5,2,1,8,0,6,32.0,72.0,197.0,,15.0,120.0,,,22.0
Josh Scobee,2004,K,Louisiana Tech,5,4.87,20.0,,,5,2,0,12,0,0,26.0,73.0,191.0,,,,,,22.0
Jacob Bell,2004,OG,Miami (OH),8,5.22,44.0,,,5,2,1,8,0,7,32.0,77.0,302.0,,26.0,,,,23.0
Rodney Leisle,2004,DT,UCLA,5,5.15,25.0,,,5,2,0,6,0,0,2.0,75.0,309.0,,31.0,,,,23.0
Alex Lewis,2004,LB,Wisconsin,3,4.78,14.0,,,5,2,0,5,0,1,7.0,72.0,227.0,34.5,25.0,121.0,7.06,4.28,23.0
Jake Scott,2004,OG,Idaho,10,5.06,65.33,,,5,2,1,9,0,9,58.0,77.0,281.0,34.5,24.0,110.0,7.96,4.68,23.0
Chad Lavalais,2004,DT,LSU,1,5.09,32.5,,,5,2,0,2,0,1,9.0,73.0,303.0,,,,,,25.0
Erik Coleman,2004,DB,Washington State,4,4.64,13.33,,,5,2,1,9,0,6,33.0,70.0,200.0,35.5,16.0,117.0,7.03,4.14,22.0
Sean Ryan,2004,TE,Boston College,4,4.97,5.0,,,5,2,0,6,0,0,1.0,76.0,268.0,32.5,22.0,115.0,,,24.0
Nathaniel Adibi,2004,DE,Virginia Tech,3,4.65,69.23,,,5,2,0,0,0,0,0.0,75.0,254.0,33.0,,118.0,,4.36,
Jeb Terry,2004,OG,North Carolina,3,5.2,46.67,,,5,2,0,3,0,0,2.0,77.0,313.0,29.0,27.0,105.0,8.03,4.98,23.0
Claude Harriott,2004,DE,Pittsburgh,3,4.69,63.08,,,5,2,0,0,0,0,0.0,76.0,252.0,30.5,25.0,118.0,7.44,4.25,
Craig Krenzel,2004,QB,Ohio State,1,4.84,32.5,,,5,2,0,1,0,0,1.0,75.0,228.0,28.0,,112.0,7.22,4.08,23.0
Maurice Mann,2004,WR,Nevada,7,4.57,26.0,,,5,2,0,3,0,0,0.0,73.0,191.0,34.0,,118.0,,,21.0
Chris Thompson,2004,DB,Nicholls State,10,4.5,44.44,,,5,2,0,2,0,0,1.0,72.0,189.0,35.0,12.0,117.0,7.09,4.14,22.0
Mark Wilson,2004,TE,California,4,5.36,0.0,,,5,2,0,1,0,0,0.0,79.0,314.0,28.5,24.0,108.0,7.53,4.49,23.0
Jeff Shoate,2004,DB,San Diego State,7,4.62,17.78,,,5,2,0,4,0,0,0.0,70.0,189.0,36.0,12.0,121.0,7.0,3.88,23.0
Roderick Green,2004,LB,Central Missouri State,10,4.7,30.0,,,5,2,0,5,0,0,6.0,74.0,245.0,34.5,21.0,129.0,7.26,4.04,22.0
Michael Turner,2004,RB,Northern Illinois,8,4.49,51.67,,,5,2,1,9,2,5,55.0,70.0,237.0,31.0,22.0,114.0,7.5,4.15,22.0
Rod Davis,2004,LB,Southern Miss,10,4.76,18.0,,,5,2,0,3,0,0,3.0,74.0,239.0,,,114.0,7.2,4.02,23.0
Mike Karney,2004,FB,Arizona State,3,5.02,0.0,,,5,2,1,7,0,7,2.0,71.0,254.0,30.0,25.0,103.0,,,23.0
D.J. Hackett,2004,WR,Colorado,3,4.53,34.0,,,5,2,0,5,0,0,14.0,74.0,199.0,41.0,,131.0,6.79,4.08,23.0
Jason Shivers,2004,DB,Arizona State,3,4.51,42.22,,,5,2,0,1,0,0,0.0,72.0,201.0,36.0,19.0,128.0,,,21.0
Sean Bubin,2004,OT,Illinois,4,5.32,32.94,,,5,2,0,0,0,0,0.0,78.0,306.0,24.5,25.0,97.0,7.66,4.76,
Tony Bua,2004,LB,Arkansas,3,4.67,36.0,,,5,2,0,1,0,0,1.0,71.0,209.0,36.0,15.0,120.0,6.75,4.08,24.0
Amon Gordon,2004,DT,Stanford,3,,,,,5,2,0,8,0,0,4.0,,,,,,,,22.0
Thomas Tapeh,2004,FB,Minnesota,4,4.8,30.77,,,5,2,0,5,0,2,2.0,73.0,245.0,32.5,23.0,114.0,7.65,4.52,24.0
Drew Carter,2004,WR,Ohio State,1,4.36,68.0,,,5,2,0,4,0,0,8.0,76.0,204.0,,,,,,23.0
P.K. Sam,2004,WR,Florida State,2,4.54,32.0,,,5,2,0,1,0,0,0.0,75.0,210.0,34.5,,,7.04,,20.0
Robert Reynolds,2004,LB,Ohio State,1,4.76,18.0,,,5,2,0,3,0,0,2.0,75.0,251.0,32.5,18.0,116.0,7.17,3.94,23.0
Shawn Johnson,2004,DE,Delaware,9,4.87,35.38,,,6,2,0,0,0,0,0.0,76.0,269.0,,,,,,
Nick Leckey,2004,C,Kansas State,4,5.26,45.33,,,6,2,1,6,0,3,14.0,75.0,290.0,27.0,18.0,97.0,7.71,4.47,22.0
Jamaar Taylor,2004,WR,Texas A&M,2,4.46,48.0,,,6,2,0,2,0,0,1.0,73.0,197.0,,,,,,23.0
Ryan Krause,2004,TE,Nebraska-Omaha,10,4.6,66.67,,,6,2,0,4,0,0,1.0,74.0,244.0,33.5,18.0,119.0,6.78,4.16,23.0
Vontez Duff,2004,DB,Notre Dame,2,4.53,37.78,,,6,2,0,0,0,0,0.0,71.0,203.0,35.0,13.0,120.0,6.94,4.03,
Triandos Luke,2004,WR,Alabama,1,4.51,38.0,,,6,2,0,1,0,0,0.0,71.0,199.0,38.0,,124.0,7.06,4.17,22.0
Kelly Butler,2004,OT,Purdue,4,5.11,57.65,,,6,2,0,3,0,1,8.0,79.0,320.0,30.5,,105.0,7.96,4.92,22.0
Von Hutchins,2004,DB,Ole Miss,3,4.46,53.33,,,6,2,0,4,0,1,5.0,70.0,185.0,34.5,11.0,115.0,7.05,4.06,23.0
Rex Hadnot,2004,OG,Houston,6,5.5,6.67,,,6,2,1,9,0,5,35.0,74.0,323.0,24.5,27.0,91.0,7.94,4.66,22.0
Jammal Lord,2004,DB,Nebraska,3,,,,,6,2,0,1,0,0,0.0,,,,,,,,23.0
Kirk Chambers,2004,OT,Stanford,3,5.44,18.82,,,6,2,0,8,0,1,9.0,79.0,313.0,27.0,22.0,101.0,7.56,4.4,25.0
Bo Lacy,2004,OT,Arkansas,3,,,,,6,2,0,0,0,0,0.0,,,,,,,,
Marko Cavka,2004,OT,Sacramento State,9,5.17,50.59,,,6,2,0,0,0,0,0.0,79.0,294.0,27.5,27.0,107.0,7.53,4.37,
Corey Williams,2004,DT,Arkansas State,3,5.18,21.25,,,6,2,1,9,0,5,33.0,76.0,313.0,28.0,25.0,106.0,7.97,4.55,24.0
Jim Molinaro,2004,OT,Notre Dame,2,5.09,60.0,,,6,2,0,3,0,0,1.0,78.0,308.0,29.5,21.0,105.0,7.75,4.6,23.0
Nate Lawrie,2004,TE,Yale,10,,,,,6,2,0,5,0,0,0.0,,,,,,,,22.0
Cody Spencer,2004,LB,North Texas,10,4.65,40.0,,,6,2,0,5,0,0,4.0,74.0,242.0,34.5,27.0,116.0,6.94,4.08,23.0
Greg Brooks,2004,DB,Southern Miss,10,4.45,55.56,,,6,2,0,3,0,0,1.0,71.0,177.0,,,,,,23.0
Deandre Eiland,2004,DB,South Carolina,3,4.53,37.78,,,6,2,0,0,0,0,0.0,71.0,202.0,35.0,17.0,113.0,7.19,4.27,
Andy Hall,2004,QB,Delaware,9,,,,,6,2,0,0,0,0,0.0,,,,,,,,23.0
Etric Pruitt,2004,DB,Southern Miss,10,4.57,28.89,,,6,2,0,2,0,0,0.0,72.0,197.0,39.5,,116.0,7.15,4.0,23.0
Josh Harris,2004,QB,Bowling Green,10,4.78,40.0,,,6,2,0,0,0,0,0.0,73.0,238.0,31.0,,115.0,,,
Andy Lee,2004,P,Pittsburgh,3,5.0,0.0,,,6,2,1,19,3,1,34.0,73.0,207.0,,,,,,22.0
Craig Terrill,2004,DT,Purdue,4,5.21,17.5,,,6,2,0,7,0,0,9.0,74.0,290.0,26.5,28.0,100.0,7.39,4.1,24.0
Josh Sewell,2004,C,Nebraska,3,5.06,72.0,,,6,2,0,0,0,0,0.0,74.0,301.0,30.0,30.0,99.0,7.53,4.24,
Troy Fleming,2004,RB,Tennessee,2,4.62,30.0,,,6,2,0,2,0,0,3.0,72.0,230.0,32.0,,120.0,6.94,3.91,23.0
Dexter Wynn,2004,DB,Colorado State,7,4.49,46.67,,,6,2,0,5,0,0,4.0,69.0,175.0,39.0,13.0,123.0,6.7,3.9,23.0
Jim Sorgi,2004,QB,Wisconsin,3,,,,,6,2,0,6,0,0,5.0,,,,,,,,23.0
Matt Kranchick,2004,TE,Penn State,2,,,,,6,2,0,2,0,0,0.0,,,,,,,,24.0
Jeris McIntyre,2004,WR,Auburn,2,4.46,48.0,,,6,2,0,0,0,0,0.0,71.0,203.0,29.0,,112.0,6.98,4.08,
Sean Tufts,2004,LB,Colorado,3,4.61,48.0,,,6,2,0,2,0,0,1.0,76.0,242.0,34.5,21.0,118.0,6.94,3.94,22.0
Drew Caylor,2004,C,Stanford,3,,,,,6,2,0,0,0,0,0.0,,,,,,,,
Keith Lewis,2004,DB,Oregon,2,4.6,22.22,,,6,2,0,5,0,1,8.0,72.0,204.0,37.0,11.0,121.0,7.28,4.07,22.0
Clarence Moore,2004,WR,Northern Arizona,10,4.55,30.0,,,6,2,0,3,0,0,2.0,78.0,211.0,34.0,,122.0,6.84,4.16,21.0
Charlie Anderson,2004,LB,Ole Miss,3,,,,,6,2,0,7,0,0,9.0,,,,,,,,22.0
Jeff Smoker,2004,QB,Michigan State,3,4.95,18.75,,,6,2,0,0,0,0,0.0,75.0,223.0,26.5,,101.0,7.65,4.36,
John Navarre,2004,QB,Michigan,1,5.19,0.0,,,7,2,0,2,0,0,0.0,78.0,246.0,26.5,,100.0,7.73,4.46,23.0
Drew Strojny,2004,OT,Duke,4,5.37,27.06,,,7,2,0,0,0,0,0.0,79.0,327.0,29.5,,99.0,7.98,4.84,
Ryon Bingham,2004,DT,Nebraska,3,5.09,32.5,,,7,2,0,5,0,0,6.0,75.0,303.0,30.0,33.0,109.0,7.44,4.38,23.0
Nate Jones,2004,DB,Rutgers,4,,,,,7,2,0,8,0,0,9.0,,,,,,,,22.0
Mark Jones,2004,WR,Tennessee,2,,,,,7,2,0,6,0,0,0.0,,,,,,,,23.0
Dylan McFarland,2004,OT,Montana,9,5.26,40.0,,,7,2,0,2,0,0,0.0,78.0,304.0,27.5,31.0,98.0,,,24.0
Adimchinobe Echemandu,2004,RB,California,4,4.58,36.67,,,7,2,0,4,0,0,1.0,71.0,226.0,,15.0,,,,23.0
Shane Olivea,2004,OT,Ohio State,1,5.29,36.47,,,7,2,1,4,0,4,31.0,75.0,302.0,29.0,,92.0,8.25,4.71,22.0
Raheem Orr,2004,LB,Rutgers,4,,,,,7,2,0,1,0,0,0.0,,,,,,,,23.0
Sloan Thomas,2004,WR,Texas,2,4.5,40.0,,,7,2,0,2,0,0,0.0,73.0,203.0,,,,,,22.0
Eric Taylor,2004,DT,Memphis,6,,,,,7,2,0,2,0,0,0.0,,,,,,,,22.0
Darrell McClover,2004,LB,Miami (FL),2,,,,,7,2,0,6,0,0,4.0,,,,,,,,23.0
Jonathan Smith,2004,WR,Georgia Tech,3,4.78,0.0,,,7,2,0,3,0,0,2.0,70.0,194.0,32.5,,114.0,,4.35,22.0
Alfonso Marshall,2004,DB,Miami (FL),2,,,,,7,2,0,1,0,0,0.0,,,,,,,,23.0
Patrick Crayton,2004,WR,NW Oklahoma State,10,,,,,7,2,1,8,0,3,33.0,,,,,,,,25.0
Cody Pickett,2004,QB,Washington,2,4.79,38.75,,,7,2,0,2,0,0,1.0,75.0,233.0,30.5,,109.0,7.19,4.3,24.0
Casey Bramlet,2004,QB,Wyoming,7,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Quincy Wilson,2004,RB,West Virginia,4,4.6,33.33,,,7,2,0,4,0,0,0.0,69.0,225.0,33.5,26.0,118.0,7.68,4.36,23.0
Jeff Dugan,2004,TE,Maryland,4,5.0,0.0,,,7,2,0,7,0,0,2.0,76.0,263.0,28.0,21.0,109.0,7.4,4.32,23.0
Tony Pape,2004,OG,Michigan,1,5.36,25.33,,,7,2,0,0,0,0,0.0,78.0,323.0,27.0,26.0,97.0,8.01,4.6,
Derrick Pope,2004,LB,Alabama,1,4.71,28.0,,,7,2,0,4,0,1,10.0,71.0,230.0,,24.0,106.0,,,22.0
Jacques Reeves,2004,DB,Purdue,4,,,,,7,2,0,9,0,2,15.0,,,,,,,,21.0
Donnie Jones,2004,P,LSU,1,4.88,18.46,,,7,2,0,15,0,0,27.0,75.0,222.0,,,,,,24.0
Matt Mauck,2004,QB,LSU,1,4.79,38.75,,,7,2,0,2,0,0,1.0,74.0,228.0,,,,,,25.0
Christian Ferrara,2004,DT,Syracuse,4,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Adrien Clarke,2004,OG,Ohio State,1,5.52,4.0,,,7,2,0,4,0,1,8.0,77.0,329.0,26.0,,102.0,7.9,4.74,23.0
Casey Cramer,2004,RB,Dartmouth,10,,,,,7,2,0,5,0,0,0.0,,,,,,,,22.0
David Kimball,2004,K,Penn State,2,4.88,18.46,,,7,2,0,0,0,0,0.0,73.0,209.0,,,,,,
Jared Clauss,2004,DT,Iowa,3,4.95,50.0,,,7,2,0,2,0,0,3.0,77.0,294.0,,23.0,,,,23.0
Kevin Sampson,2004,OT,Syracuse,4,,,,,7,2,0,3,0,1,5.0,,,,,,,,23.0
Michael Gaines,2004,TE,UCF,4,5.06,0.0,,,7,2,0,6,0,2,7.0,74.0,275.0,33.0,18.0,109.0,7.44,4.18,24.0
Christian Morton,2004,DB,Illinois,4,,,,,7,2,0,3,0,0,2.0,,,,,,,,23.0
